local,pin,area,district,state
Majhigawan B.O,229123,Mrg,Raebareli,UTTAR PRADESH
Mamuni B.O,229127,Salon,Raebareli,UTTAR PRADESH
Matrampur B.O,229127,Salon,Raebareli,UTTAR PRADESH
Melthua B.O,229125,Dalmau,Raebareli,UTTAR PRADESH
Mishir Khera B.O,229122,Raebareli,Raebareli,UTTAR PRADESH
Mohanganj B.O,229309,Tiloi,Raebareli,UTTAR PRADESH
Mohna B.O,229304,Tiloi,Raebareli,UTTAR PRADESH
Nerthua B.O,229103,Mrg,Raebareli,UTTAR PRADESH
Ondeeh B.O,229306,Mrg,Raebareli,UTTAR PRADESH
Phoola B.O,229309,Tiloi,Raebareli,UTTAR PRADESH
Purepandey S.O,229215,Lalganj ,Raebareli,UTTAR PRADESH
Rahwa B.O,229303,Mrg,Raebareli,UTTAR PRADESH
Rajamau B.O,229309,Tiloi,Raebareli,UTTAR PRADESH
Rampur Kasiha B.O,229124,Salon,Raebareli,UTTAR PRADESH
Sarawan B.O,229316,Rbl,Raebareli,UTTAR PRADESH
Sareni S.O,229212,Lalganj,Raebareli,UTTAR PRADESH
Sataon B.O,229122,Raebareli,Raebareli,UTTAR PRADESH
Semrauta S.O,229126,Tiloi,Raebareli,UTTAR PRADESH
Seni B.O,229122,Lalganj ,Raebareli,UTTAR PRADESH
Seoli B.O,229308,Mrg,Raebareli,UTTAR PRADESH
Shahmau B.O,229304,Tiloi,Raebareli,UTTAR PRADESH
Shivgarh S.O,229308,Mrg,Raebareli,UTTAR PRADESH
Singhpur B.O,229304,Salon,Raebareli,UTTAR PRADESH
Sondasi B.O,229203,Dalmau,Raebareli,UTTAR PRADESH
Tejgaon B.O,229215,Lalganj,Raebareli,UTTAR PRADESH
Tikar Agachipur B.O,229402,Unchahar,Raebareli,UTTAR PRADESH
Tikari Dandu B.O,229310,Salon,Raebareli,UTTAR PRADESH
Tinera B.O,229302,Salon,Raebareli,UTTAR PRADESH
Tisha Khanapur B.O,229306,Mrg,Raebareli,UTTAR PRADESH
Wahabganj S.O,229305,Salon,Raebareli,UTTAR PRADESH
Akauni B.O,229206,Lalganj,Raebareli,UTTAR PRADESH
Akbarpur Pharsi B.O,229126,Tiloi,Raebareli,UTTAR PRADESH
Ambara Mathai B.O,229204,Dalmau,Raebareli,UTTAR PRADESH
Baghaula B.O,229128,Rbl,Raebareli,UTTAR PRADESH
Bahadurnagar B.O,229306,Maharajganj,Raebareli,UTTAR PRADESH
Bahai B.O,229203,Dalmau,Raebareli,UTTAR PRADESH
Bainti B.O,229308,Mrg,Raebareli,UTTAR PRADESH
Bannawa B.O,229301,Mrg,Raebareli,UTTAR PRADESH
Bela Ghusisi B.O,229125,Dalmau,Raebareli,UTTAR PRADESH
Beni Madhiganj B.O,229216,Lalganj ,Raebareli,UTTAR PRADESH
Betaura B.O,229302,Tiloi,Raebareli,UTTAR PRADESH
Bhaon B.O,229402,Unchahar,Raebareli,UTTAR PRADESH
Bharsana B.O,229204,Dalmau,Raebareli,UTTAR PRADESH
Bhawanigarh B.O,229308,Mrg,Raebareli,UTTAR PRADESH
Dalmau S.O,229203,Dalmau,Raebareli,UTTAR PRADESH
Dehli B.O,229308,Mrg,Raebareli,UTTAR PRADESH
Deopur B.O,229212,Lalganj,Raebareli,UTTAR PRADESH
Dohri B.O,229310,Salon,Raebareli,UTTAR PRADESH
Dusauti B.O,229306,Maharajganj,Raebareli,UTTAR PRADESH
Fgtp Unchahar S.O,229406,Unchahar ,Raebareli,UTTAR PRADESH
Fursatganj S.O,229302,Salon,Raebareli,UTTAR PRADESH
Ichauli B.O,229301,Mrg,Raebareli,UTTAR PRADESH
ITI S.O (Raebareli),229010,Rae Bareli,Raebareli,UTTAR PRADESH
Jagatpur B.O,229802,Tiloi,Raebareli,UTTAR PRADESH
Kahjurgaon B.O,229216,Lalganj,Raebareli,UTTAR PRADESH
Kanhpur B.O,229124,Salon,Raebareli,UTTAR PRADESH
Kathgar S.O,229125,Dalmau,Raebareli,UTTAR PRADESH
Khara B.O,229135,Tiloi,Raebareli,UTTAR PRADESH
Khurrampur B.O,229406,Unchahar,Raebareli,UTTAR PRADESH
Kishundaspur B.O,229401,Unchahar,Raebareli,UTTAR PRADESH
Kodra B.O,229202,Maharajganj,Raebareli,UTTAR PRADESH
Kunwarmau B.O,229307,Salon,Raebareli,UTTAR PRADESH
Kurricudauli B.O,229301,Maharajganj,Raebareli,UTTAR PRADESH
Kusundi B.O,229205,Lalganj,Raebareli,UTTAR PRADESH
Maha Khera B.O,229206,Lalganj,Raebareli,UTTAR PRADESH
Mahia Senduria B.O,229802,Tiloi,Raebareli,UTTAR PRADESH
Maliak Mau Aima B.O,229010,Rae Bareli ,Raebareli,UTTAR PRADESH
Mirzapur Aihari B.O,229401,Unchahar,Raebareli,UTTAR PRADESH
Murai Ka Bagh S.O,229207,Lalganj ,Raebareli,UTTAR PRADESH
Nasirabad S.O,229307,Salon,Raebareli,UTTAR PRADESH
Paharpur Kaso B.O,229303,Rbl,Raebareli,UTTAR PRADESH
Pakargaon B.O,229309,Tiloi,Raebareli,UTTAR PRADESH
Paschim Gaon B.O,229301,Mrg,Raebareli,UTTAR PRADESH
Pindauli B.O,229311,Mrg,Raebareli,UTTAR PRADESH
Pothai B.O,229302,Tiloi,Raebareli,UTTAR PRADESH
Pure Wade Singh B.O,229302,Salon,Raebareli,UTTAR PRADESH
Raghaupur B.O,229123,Mrg,Raebareli,UTTAR PRADESH
Rasoolpur B.O,229127,Rbl,Raebareli,UTTAR PRADESH
Rokha B.O,229310,Salon,Raebareli,UTTAR PRADESH
Rustampur B.O,229001,Raebarely,Raebareli,UTTAR PRADESH
Sandaha B.O,229305,Tiloi,Raebareli,UTTAR PRADESH
Satanpurwa B.O,229135,Tiloi,Raebareli,UTTAR PRADESH
Satwa Khera B.O,229212,Lalganj,Raebareli,UTTAR PRADESH
Sujwaria B.O,229307,Salon,Raebareli,UTTAR PRADESH
Umramau B.O,229121,Dalmau,Raebareli,UTTAR PRADESH
Ahuri B.O,229309,Tiloi,Raebareli,UTTAR PRADESH
Ashanandpur B.O,229001,Rbl,Raebareli,UTTAR PRADESH
Asharasidpur B.O,229129,Salon,Raebareli,UTTAR PRADESH
Atawan B.O,229129,Salon,Raebareli,UTTAR PRADESH
Bakuliha B.O,229211,Lalganj,Raebareli,UTTAR PRADESH
Balbhadrapur B.O,229207,Dalmau,Raebareli,UTTAR PRADESH
Baragaon B.O,229404,Unchahar,Raebareli,UTTAR PRADESH
Beni Kama B.O,229402,Unchahar,Raebareli,UTTAR PRADESH
Bhawani Nagar B.O,229309,Tiloi,Raebareli,UTTAR PRADESH
Bhimganj B.O,229207,Dalmau ,Raebareli,UTTAR PRADESH
Bhira Govindpur B.O,229125,Dalmau,Raebareli,UTTAR PRADESH
Bishundaspur B.O,229207,Dalmau,Raebareli,UTTAR PRADESH
Chahotar B.O,229202,Lalganj,Raebareli,UTTAR PRADESH
Chanda Tikar B.O,229203,Dalmau,Raebareli,UTTAR PRADESH
Chilauli B.O,229801,Tiloi,Raebareli,UTTAR PRADESH
Dharai B.O,229127,Salon,Raebareli,UTTAR PRADESH
Dostpur B.O,229311,Mrg,Raebareli,UTTAR PRADESH
Fatehpur B.O,229309,Tiloi,Raebareli,UTTAR PRADESH
Gularhia Maj.Dhuta B.O,229401,Salon,Raebareli,UTTAR PRADESH
Gurbuxganj S.O,229122,Lalganj ,Raebareli,UTTAR PRADESH
Harbansganj S.O,229304,Salon,Raebareli,UTTAR PRADESH
Jathua Tappa B.O,229001,Raebareli,Raebareli,UTTAR PRADESH
K K Bajar S.O,229124,Salon,Raebareli,UTTAR PRADESH
Kalyanpur Railly B.O,229125,Dalmau,Raebareli,UTTAR PRADESH
Kamai B.O,229309,Tiloi,Raebareli,UTTAR PRADESH
Kathwara B.O,229303,Rbl,Raebareli,UTTAR PRADESH
Kaziana B.O,229401,Unchahar,Raebareli,UTTAR PRADESH
Kubna B.O,229306,Mrg,Raebareli,UTTAR PRADESH
Kura B.O,229304,Salon,Raebareli,UTTAR PRADESH
Matiha B.O,229001,Rae Bareli ,Raebareli,UTTAR PRADESH
Mau B.O,229307,Salon,Raebareli,UTTAR PRADESH
Mohanganj B.O,229127,Salon,Raebareli,UTTAR PRADESH
Pahremau B.O,229306,Mrg,Raebareli,UTTAR PRADESH
Purab Nain B.O,229127,Salon,Raebareli,UTTAR PRADESH
Pure Thakur Ram Tewari B.O,229304,Maharajganj,Raebareli,UTTAR PRADESH
Raja Mau B.O,229301,Mrg,Raebareli,UTTAR PRADESH
Ranapur Pahrauli B.O,229205,Lalganj,Raebareli,UTTAR PRADESH
Rastamau B.O,229309,Tiloi,Raebareli,UTTAR PRADESH
Saguni B.O,229205,Lalganj,Raebareli,UTTAR PRADESH
Saini B.O,229122,NA,Raebareli,UTTAR PRADESH
Sanehi B.O,229128,Rbl,Raebareli,UTTAR PRADESH
Sarain Mahesha B.O,229304,Tiloi,Raebareli,UTTAR PRADESH
Siwan B.O,229126,Tiloi,Raebareli,UTTAR PRADESH
Townhall S.O,229001,Rae Bareli ,Raebareli,UTTAR PRADESH
Udwa Hemrajpur B.O,229304,Tiloi,Raebareli,UTTAR PRADESH
Atarhar S.O,229210,Lalganj,Raebareli,UTTAR PRADESH
Ataura Bujurg B.O,229121,Lalganj,Raebareli,UTTAR PRADESH
Babanbujurg B.O,229306,Maharajganj,Raebareli,UTTAR PRADESH
Babuganj B.O,229401,Unchahar **,Raebareli,UTTAR PRADESH
Bairua B.O,229216,Lalganj,Raebareli,UTTAR PRADESH
Bala B.O,229123,Mrg,Raebareli,UTTAR PRADESH
Barara Bujurg B.O,229207,Dalmau ,Raebareli,UTTAR PRADESH
Bathuwakhas B.O,229001,Raebarely,Raebareli,UTTAR PRADESH
Bhairampur B.O,229301,Mrg,Raebareli,UTTAR PRADESH
Bhietrgaon B.O,229205,Lalganj,Raebareli,UTTAR PRADESH
Bhojpur S.O (Raebareli),229202,Lalganj,Raebareli,UTTAR PRADESH
Bus Station S.O (Raebareli),229001,Rae Bareli ,Raebareli,UTTAR PRADESH
Dahigawan B.O,229308,Mrg,Raebareli,UTTAR PRADESH
Daulatpur B.O,229404,Unchahar,Raebareli,UTTAR PRADESH
Deepemau B.O,229206,Lalganj,Raebareli,UTTAR PRADESH
Dhanpulpur B.O,229212,Lalganj,Raebareli,UTTAR PRADESH
Gahrauli B.O,229202,Lalganj,Raebareli,UTTAR PRADESH
Gangaoli B.O,229404,Unchahar,Raebareli,UTTAR PRADESH
Garhi Majre Pokhanni B.O,229306,Mrg,Raebareli,UTTAR PRADESH
Hardoi S.O,229123,Mahrajganj,Raebareli,UTTAR PRADESH
Harpur Halla B.O,229402,Unchahar,Raebareli,UTTAR PRADESH
Hasnapur B.O,229201,Lalganj,Raebareli,UTTAR PRADESH
Haswa B.O,229309,Tiloi,Raebareli,UTTAR PRADESH
Ibrahimpur B.O,229212,Lalganj,Raebareli,UTTAR PRADESH
Inhauna S.O,229801,Tiloi,Raebareli,UTTAR PRADESH
Jamurwa B.O,229309,Tiloi,Raebareli,UTTAR PRADESH
Kasna B.O,229308,Mrg,Raebareli,UTTAR PRADESH
Khanaipur Karangaon B.O,229309,Tiloi,Raebareli,UTTAR PRADESH
Khiro S.O,229205,Lalganj,Raebareli,UTTAR PRADESH
Kotwa B.O,229801,Tiloi,Raebareli,UTTAR PRADESH
Kumbhi B.O,229308,Mrg,Raebareli,UTTAR PRADESH
Kundanganj B.O,229303,Maharajganj,Raebareli,UTTAR PRADESH
Kusri Sagarpur B.O,229103,Mrg,Raebareli,UTTAR PRADESH
Lalganj (Raebareli) H.O,229206,Lalganj,Raebareli,UTTAR PRADESH
Lodhwamau B.O,229001,Raebareli,Raebareli,UTTAR PRADESH
Lodipur Utrawan B.O,229121,Lalganj,Raebareli,UTTAR PRADESH
Mattepur B.O,229309,Tiloi,Raebareli,UTTAR PRADESH
Mejarganj S.O,229128,Salon,Raebareli,UTTAR PRADESH
Merui B.O,229206,Lalganj,Raebareli,UTTAR PRADESH
Mohammadpur Kutcharia B.O,229405,Rae Bareli ,Raebareli,UTTAR PRADESH
Nain B.O,229127,Salon,Raebareli,UTTAR PRADESH
Oie B.O,229303,Rbl,Raebareli,UTTAR PRADESH
P.R.Kaithwal B.O,229404,Unchahar,Raebareli,UTTAR PRADESH
Paraiya Namaksar B.O,229305,Tiloi,Raebareli,UTTAR PRADESH
Radhabalampur B.O,229125,Dalmau,Raebareli,UTTAR PRADESH
Raebarely H.O,229001,Raebarely,Raebareli,UTTAR PRADESH
Raebarelykty S.O,229001,Rae Bareli ,Raebareli,UTTAR PRADESH
Rail Coach Factory Lalganj(Raebareli) S.O,229120,Lalganj,Raebareli,UTTAR PRADESH
Ratapur S.O,229316,Rae Bareli ,Raebareli,UTTAR PRADESH
Rupamau B.O,229010,Rbl,Raebareli,UTTAR PRADESH
Salon S.O,229127,Salo N,Raebareli,UTTAR PRADESH
Samrahda B.O,229302,Tiloi,Raebareli,UTTAR PRADESH
Sarain Manik B.O,229310,Salon,Raebareli,UTTAR PRADESH
Shankarpur B.O,229402,Unchahar **,Raebareli,UTTAR PRADESH
Shanker Bazar B.O,229125,Lalganj ,Raebareli,UTTAR PRADESH
Sothi B.O,229306,Mrg,Raebareli,UTTAR PRADESH
Terukha B.O,229125,Unchahar **,Raebareli,UTTAR PRADESH
Tilenda B.O,229301,Mrg,Raebareli,UTTAR PRADESH
Undwa B.O,229401,Unchahar,Raebareli,UTTAR PRADESH
Utarpara B.O,229402,Unchahar **,Raebareli,UTTAR PRADESH
25th PAC S.O,229001,Rae Bareli ,Raebareli,UTTAR PRADESH
Aharwabhawani S.O,229135,Tiloi,Raebareli,UTTAR PRADESH
Ahiyapur B.O,229316,Rae Bareli ,Raebareli,UTTAR PRADESH
Aihar S.O,229121,Lalganj,Raebareli,UTTAR PRADESH
Bahua B.O,229309,Tiloi,Raebareli,UTTAR PRADESH
Bara B.O,229129,Salon,Raebareli,UTTAR PRADESH
Bara Deeh B.O,229128,Rbl,Raebareli,UTTAR PRADESH
Behta S.O,229201,Lalganj,Raebareli,UTTAR PRADESH
Bemaura B.O,229201,Lalganj,Raebareli,UTTAR PRADESH
Bhilampur B.O,229401,Unchahar,Raebareli,UTTAR PRADESH
Bichiya Wadi B.O,229401,Unchahar,Raebareli,UTTAR PRADESH
Chauhania B.O,229303,Rbl,Raebareli,UTTAR PRADESH
Dariba B.O,229001,Rbl,Raebareli,UTTAR PRADESH
Deaur B.O,229001,Raebareli,Raebareli,UTTAR PRADESH
Deogaon B.O,229211,Lalganj,Raebareli,UTTAR PRADESH
Dighaura B.O,229303,Maharajganj,Raebareli,UTTAR PRADESH
Gardehri B.O,229309,Tiloi,Raebareli,UTTAR PRADESH
Gaura S.O (Raebareli),229204,Dalmau,Raebareli,UTTAR PRADESH
Hallaur S.O (Raebareli),229103,Maharajganj,Raebareli,UTTAR PRADESH
Hamirmau B.O,229204,Dalmau,Raebareli,UTTAR PRADESH
Ishwardaspur B.O,229401,Unchahar,Raebareli,UTTAR PRADESH
Isiya B.O,229301,Mrg,Raebareli,UTTAR PRADESH
J.P.Natai B.O,229308,Mrg,Raebareli,UTTAR PRADESH
Jai Nagra B.O,229309,Tiloi,Raebareli,UTTAR PRADESH
Jais City B.O,229305,Tiloi,Raebareli,UTTAR PRADESH
Jhampur B.O,229215,Lalganj,Raebareli,UTTAR PRADESH
Jharaha B.O,229204,Dalmau,Raebareli,UTTAR PRADESH
Jijauli B.O,229801,Tiloi,Raebareli,UTTAR PRADESH
Kalyan Pur Bainti B.O,229207,Dalmau,Raebareli,UTTAR PRADESH
Kasimpur B.O,229305,Tiloi,Raebareli,UTTAR PRADESH
Kathaura B.O,229801,Tiloi,Raebareli,UTTAR PRADESH
Khajuro B.O,229301,Mrg,Raebareli,UTTAR PRADESH
Khanapur Chapra B.O,229309,Tiloi,Raebareli,UTTAR PRADESH
Khanapur Khusti B.O,229205,Lalganj,Raebareli,UTTAR PRADESH
Korauli Budhkar B.O,229204,Dalmau,Raebareli,UTTAR PRADESH
Kotra Bahadur Ganj B.O,229404,Unchahar,Raebareli,UTTAR PRADESH
Lalumau B.O,229206,Lalganj,Raebareli,UTTAR PRADESH
Malik Mau Chaubara S.O,229130,Raebarely,Raebareli,UTTAR PRADESH
Merdhauna B.O,229309,Tiloi,Raebareli,UTTAR PRADESH
Munshiganj S.O (Raebareli),229405,Rae Bareli ,Raebareli,UTTAR PRADESH
Murarmau B.O,229212,Lalganj,Raebareli,UTTAR PRADESH
Neem Tikar B.O,229301,Mrg,Raebareli,UTTAR PRADESH
Pakhrauli B.O,229207,Dalmau,Raebareli,UTTAR PRADESH
Panhauna B.O,229135,Tiloi,Raebareli,UTTAR PRADESH
Pirhi B.O,229302,Tiloi,Raebareli,UTTAR PRADESH
Pure Bharo Mishir B.O,229203,Dalmau,Raebareli,UTTAR PRADESH
Raipur B.O,229215,Lalganj,Raebareli,UTTAR PRADESH
Ram Garh Tikaria B.O,229402,Unchahar,Raebareli,UTTAR PRADESH
Ramipur B.O,229124,Dalmau ,Raebareli,UTTAR PRADESH
Rampur Kala B.O,229216,Lalganj,Raebareli,UTTAR PRADESH
Reewa B.O,229103,Mrg,Raebareli,UTTAR PRADESH
Reoli B.O,229401,Unchahar,Raebareli,UTTAR PRADESH
Sandi Nagin B.O,229001,Raebareli,Raebareli,UTTAR PRADESH
Sheopuri B.O,229209,Lalganj,Raebareli,UTTAR PRADESH
Sikandarpur B.O,229126,Tiloi,Raebareli,UTTAR PRADESH
Sultanpur Khera B.O,229130,Rbl,Raebareli,UTTAR PRADESH
Tala B.O,229122,Lalganj ,Raebareli,UTTAR PRADESH
Tewaripur B.O,229128,Rbl,Raebareli,UTTAR PRADESH
Thulendi B.O,229301,Mrg,Raebareli,UTTAR PRADESH
Thulwasa B.O,229306,Maharajganj,Raebareli,UTTAR PRADESH
Tikaria B.O,229402,Unchahar,Raebareli,UTTAR PRADESH
Tikwamau B.O,229122,Raebareli,Raebareli,UTTAR PRADESH
Tiloi S.O,229309,Tiloi,Raebareli,UTTAR PRADESH
Zilaparisad S.O,229001,Rae Bareli ,Raebareli,UTTAR PRADESH
Achai B.O,229802,Mrg,Raebareli,UTTAR PRADESH
Akordhia B.O,229404,Unchahar **,Raebareli,UTTAR PRADESH
Alampur B.O,229307,Salon,Raebareli,UTTAR PRADESH
Alawalpur B.O,229204,Dalmau,Raebareli,UTTAR PRADESH
Amawan B.O,229306,Maharajganj,Raebareli,UTTAR PRADESH
Azmat Ulla Ganj B.O,229303,Rbl,Raebareli,UTTAR PRADESH
Baraundi B.O,229205,Lalganj,Raebareli,UTTAR PRADESH
Barraua B.O,229125,Dalmau,Raebareli,UTTAR PRADESH
Basantpur B.O,229802,Tiloi,Raebareli,UTTAR PRADESH
Bhadsana B.O,229306,Mrg,Raebareli,UTTAR PRADESH
Bishun Khera B.O,229206,Lalganj,Raebareli,UTTAR PRADESH
Burdhanpur B.O,229316,Rbl,Raebareli,UTTAR PRADESH
Drigpal Ganj B.O,229209,Lalganj ,Raebareli,UTTAR PRADESH
Dudhwan B.O,229215,Lalganj,Raebareli,UTTAR PRADESH
Ghurauna B.O,229123,Mrg,Raebareli,UTTAR PRADESH
Ghurwara B.O,229125,Dalmau,Raebareli,UTTAR PRADESH
Gonda B.O,229204,Unchahar **,Raebareli,UTTAR PRADESH
Gondwara B.O,229310,Salon,Raebareli,UTTAR PRADESH
Gumawan B.O,229308,Mrg,Raebareli,UTTAR PRADESH
Hasnapur B.O,229121,Lalganj,Raebareli,UTTAR PRADESH
Jagatpur S.O (Raebareli),229402,Unchahar ,Raebareli,UTTAR PRADESH
Jagdishpur B.O,229310,Salon,Raebareli,UTTAR PRADESH
Jamurawan B.O,229103,Mrg,Raebareli,UTTAR PRADESH
Jogapur B.O,229211,Lalganj,Raebareli,UTTAR PRADESH
Kandrawan B.O,229404,Unchahar,Raebareli,UTTAR PRADESH
Kanta B.O,229305,Tiloi,Raebareli,UTTAR PRADESH
Katra B.O,229204,Salon,Raebareli,UTTAR PRADESH
Khidirpurkaraundi B.O,229303,Rbl,Raebareli,UTTAR PRADESH
Kotia Chitra B.O,229401,Unchahar,Raebareli,UTTAR PRADESH
Kotwa Mohammadabad B.O,229126,Tiloi,Raebareli,UTTAR PRADESH
Kumraura B.O,229206,Lalganj,Raebareli,UTTAR PRADESH
Kundwal B.O,229121,Lalganj,Raebareli,UTTAR PRADESH
Kurha B.O,229305,Tiloi,Raebareli,UTTAR PRADESH
Maugarbi B.O,229306,Maharajganj,Raebareli,UTTAR PRADESH
Muraini B.O,229306,Mrg,Raebareli,UTTAR PRADESH
Murethi B.O,229204,Dalmau,Raebareli,UTTAR PRADESH
Mustafabad S.O (Raebareli),229404,Unchahar,Raebareli,UTTAR PRADESH
Nakphulaha B.O,229001,Raebareli,Raebareli,UTTAR PRADESH
Nihastha S.O,229208,Lalganj,Raebareli,UTTAR PRADESH
Osah B.O,229103,Mrg,Raebareli,UTTAR PRADESH
Paho S.O,229209,Lalganj,Raebareli,UTTAR PRADESH
Pahuri B.O,229201,Lalganj,Raebareli,UTTAR PRADESH
Paksarawan B.O,229127,Salon,Raebareli,UTTAR PRADESH
Pari B.O,229401,Unchahar,Raebareli,UTTAR PRADESH
Parsadepur S.O,229129,Salon,Raebareli,UTTAR PRADESH
Pendara B.O,229802,Tiloi,Raebareli,UTTAR PRADESH
Rahi B.O,229010,Rbl,Raebareli,UTTAR PRADESH
Ralpur B.O,229216,Lalganj ,Raebareli,UTTAR PRADESH
Rukunpur B.O,229135,Tiloi,Raebareli,UTTAR PRADESH
Sahjaura B.O,229122,Lalganj,Raebareli,UTTAR PRADESH
Saimbasi B.O,229309,Tiloi,Raebareli,UTTAR PRADESH
Salethu B.O,229123,Mrg,Raebareli,UTTAR PRADESH
Satanpur B.O,229208,Lalganj,Raebareli,UTTAR PRADESH
Satyanagar S.O (Raebareli),229001,Rae Bareli ,Raebareli,UTTAR PRADESH
Sehgon S.O,229311,Mrg,Raebareli,UTTAR PRADESH
Semarpaha B.O,229206,Lalganj,Raebareli,UTTAR PRADESH
Shankarganj B.O,229309,Tiloi,Raebareli,UTTAR PRADESH
Shekhpur Samodha B.O,229301,Mrg,Raebareli,UTTAR PRADESH
Sidhauna B.O,229306,Mrg,Raebareli,UTTAR PRADESH
Uchauri B.O,229301,Mrg,Raebareli,UTTAR PRADESH
Umran B.O,229404,Unchahar,Raebareli,UTTAR PRADESH
Arkha B.O,229404,Unchahar,Raebareli,UTTAR PRADESH
Ashrafpur B.O,229307,Salon,Raebareli,UTTAR PRADESH
Ataura Khurd B.O,229130,Lalganj ,Raebareli,UTTAR PRADESH
Babhanpur B.O,229305,Salon,Raebareli,UTTAR PRADESH
Bardar B.O,229122,Raebareli,Raebareli,UTTAR PRADESH
Bargadaha B.O,229303,Salon,Raebareli,UTTAR PRADESH
Barha B.O,229208,Lalganj,Raebareli,UTTAR PRADESH
Barkhurdarpur B.O,229305,Tiloi,Raebareli,UTTAR PRADESH
Bela Khara B.O,229125,Dalmau,Raebareli,UTTAR PRADESH
Bhadokhar B.O,229405,Rbl,Raebareli,UTTAR PRADESH
Bhuemau B.O,229405,Unchahar **,Raebareli,UTTAR PRADESH
Bhuwalpur B.O,229129,Salon,Raebareli,UTTAR PRADESH
Chandapur B.O,229306,Mrg,Raebareli,UTTAR PRADESH
Chatoh B.O,229307,Salon,Raebareli,UTTAR PRADESH
Darigapur B.O,229125,Dalmau ,Raebareli,UTTAR PRADESH
Daulatpur B.O,229202,Lalganj,Raebareli,UTTAR PRADESH
Dukanaha B.O,229205,Lalganj,Raebareli,UTTAR PRADESH
Ganga Ganj B.O,229303,Rae Bareli ,Raebareli,UTTAR PRADESH
Gokula B.O,229309,Salon,Raebareli,UTTAR PRADESH
Hewtaha Nedia B.O,229402,Unchahar,Raebareli,UTTAR PRADESH
Janai B.O,229306,Mrg,Raebareli,UTTAR PRADESH
Jaudaha B.O,229124,Salon,Raebareli,UTTAR PRADESH
Jawahar Vihar S.O,229010,Raebareli,Raebareli,UTTAR PRADESH
Jyona B.O,229306,Mrg,Raebareli,UTTAR PRADESH
Karkasa B.O,229207,Dalmau,Raebareli,UTTAR PRADESH
Khurehti B.O,229128,Rbl,Raebareli,UTTAR PRADESH
Konsa B.O,229122,Lalganj,Raebareli,UTTAR PRADESH
Kukha Rampur B.O,229802,Tiloi,Raebareli,UTTAR PRADESH
Lahnga B.O,229307,Salon,Raebareli,UTTAR PRADESH
Mahraniganj B.O,229211,Lalganj ,Raebareli,UTTAR PRADESH
Malkegaon B.O,229215,Lalganj,Raebareli,UTTAR PRADESH
Mon B.O,229306,Mrg,Raebareli,UTTAR PRADESH
Nigoha B.O,229302,Salon,Raebareli,UTTAR PRADESH
Nisgar B.O,229202,Lalganj,Raebareli,UTTAR PRADESH
Pachkhara B.O,229404,Unchahar,Raebareli,UTTAR PRADESH
Para Kala B.O,229103,Mrg,Raebareli,UTTAR PRADESH
Prahladpur B.O,229404,Salon,Raebareli,UTTAR PRADESH
Ramgaon B.O,229103,Mrg,Raebareli,UTTAR PRADESH
Rampur Pawara B.O,229126,Tiloi,Raebareli,UTTAR PRADESH
Rasehta B.O,229316,Rbl,Raebareli,UTTAR PRADESH
Ratason B.O,229124,Salon,Raebareli,UTTAR PRADESH
Rblqila B.O,229001,Rae Bareli ,Raebareli,UTTAR PRADESH
Rewhara B.O,229127,Salon,Raebareli,UTTAR PRADESH
Rohania B.O,229401,Unchahar **,Raebareli,UTTAR PRADESH
Sareni B.O,229404,Unchahar,Raebareli,UTTAR PRADESH
Semri S.O,229211,Lalganj,Raebareli,UTTAR PRADESH
Suchi B.O,229128,Rbl,Raebareli,UTTAR PRADESH
Sudamapur B.O,229204,Dalmau,Raebareli,UTTAR PRADESH
Taqia Kala B.O,229001,Rae Bareli ,Raebareli,UTTAR PRADESH
Tenduwa B.O,229302,Salon,Raebareli,UTTAR PRADESH
Ajitpur B.O,229206,Lalganj,Raebareli,UTTAR PRADESH
Alipur B.O,229103,Mrg,Raebareli,UTTAR PRADESH
Asahanjagatpur B.O,229301,Mahrajganj,Raebareli,UTTAR PRADESH
Bachrawan S.O,229301,Mahrajganj,Raebareli,UTTAR PRADESH
Bahadur Nagar B.O,229311,Mrg,Raebareli,UTTAR PRADESH
Banapar B.O,229204,Lalganj ,Raebareli,UTTAR PRADESH
Banbharia B.O,229801,Tiloi,Raebareli,UTTAR PRADESH
Bannamau B.O,229206,Lalganj,Raebareli,UTTAR PRADESH
Belahni B.O,229203,Dalmau ,Raebareli,UTTAR PRADESH
Bithooli B.O,229202,Lalganj,Raebareli,UTTAR PRADESH
Cheolaha S.O,229216,Lalganj,Raebareli,UTTAR PRADESH
Chetra Bujurg B.O,229309,Tiloi,Raebareli,UTTAR PRADESH
Chichauli B.O,229402,Unchahar,Raebareli,UTTAR PRADESH
Churua B.O,229311,Mrg,Raebareli,UTTAR PRADESH
Deeh S.O,229310,Salon,Raebareli,UTTAR PRADESH
Gajpati Khera B.O,229212,Lalganj,Raebareli,UTTAR PRADESH
Gopali Khera B.O,229216,Lalganj,Raebareli,UTTAR PRADESH
Gurha B.O,229301,Mrg,Raebareli,UTTAR PRADESH
Harchandpur S.O (Raebareli),229303,Mahrajganj,Raebareli,UTTAR PRADESH
Ismailmau B.O,229204,Salon,Raebareli,UTTAR PRADESH
Kaithagaon B.O,229801,Tiloi,Raebareli,UTTAR PRADESH
Kasrawan B.O,229301,Mrg,Raebareli,UTTAR PRADESH
Kewalpur Baretha B.O,229402,Unchahar,Raebareli,UTTAR PRADESH
Khagipur Sandwa B.O,229405,Rbl,Raebareli,UTTAR PRADESH
